user_id,registration_date,age,gender,region,acq_channel,buyer_segment,cohort_week,cohort_month
10152,2024-04-13 00:52:00,35,M,Другие регионы,Google Ads,medium,2024-04-08,2024-04-01
10153,2024-04-13 22:32:00,35,M,Москва,Google Ads,rare,2024-04-08,2024-04-01
10154,2024-04-13 11:32:00,66,F,Ростов-на-Дону,TikTok,regular,2024-04-08,2024-04-01
10155,2024-04-13 17:48:00,39,M,Краснодар,TikTok,medium,2024-04-08,2024-04-01
10156,2024-04-13 03:04:00,53,F,Нижний Новгород,Email Marketing,regular,2024-04-08,2024-04-01
10157,2024-04-13 21:59:00,54,M,Другие регионы,Google Ads,medium,2024-04-08,2024-04-01
10158,2024-04-13 08:39:00,49,F,Москва,Google Ads,rare,2024-04-08,2024-04-01
10159,2024-04-13 10:33:00,35,M,Другие регионы,Google Ads,one_time,2024-04-08,2024-04-01
10160,2024-04-13 14:21:00,24,M,Другие регионы,TikTok,medium,2024-04-08,2024-04-01
10161,2024-04-13 17:00:00,61,F,Другие регионы,TikTok,rare,2024-04-08,2024-04-01
10162,2024-04-13 13:59:00,39,M,Другие регионы,Affiliate,medium,2024-04-08,2024-04-01
10163,2024-04-13 11:54:00,48,F,Санкт-Петербург,Social Media,medium,2024-04-08,2024-04-01
10165,2024-04-13 07:05:00,38,M,Москва,Affiliate,medium,2024-04-08,2024-04-01
10166,2024-04-13 11:51:00,28,M,Краснодар,Google Ads,one_time,2024-04-08,2024-04-01
10167,2024-04-13 21:07:00,37,F,Московская область,TikTok,medium,2024-04-08,2024-04-01
10168,2024-04-13 03:25:00,56,F,Другие регионы,TikTok,rare,2024-04-08,2024-04-01
10169,2024-04-13 04:28:00,41,F,Екатеринбург,Google Ads,rare,2024-04-08,2024-04-01
10170,2024-04-13 14:55:00,62,M,Москва,Google Ads,rare,2024-04-08,2024-04-01
10171,2024-04-13 06:16:00,21,M,Другие регионы,Google Ads,regular,2024-04-08,2024-04-01
10172,2024-04-13 08:01:00,61,F,Другие регионы,Google Ads,medium,2024-04-08,2024-04-01
10173,2024-04-13 00:55:00,39,M,Другие регионы,Social Media,regular,2024-04-08,2024-04-01
10175,2024-04-13 17:58:00,64,M,Московская область,Google Ads,medium,2024-04-08,2024-04-01
10176,2024-04-13 21:30:00,60,M,Краснодар,Affiliate,medium,2024-04-08,2024-04-01
10177,2024-04-13 19:59:00,42,F,Московская область,SEO,rare,2024-04-08,2024-04-01
10178,2024-04-13 08:56:00,38,F,Санкт-Петербург,Google Ads,rare,2024-04-08,2024-04-01
10179,2024-04-13 06:18:00,35,F,Москва,Social Media,one_time,2024-04-08,2024-04-01
10180,2024-04-13 09:27:00,35,F,Нижний Новгород,Google Ads,regular,2024-04-08,2024-04-01
10181,2024-04-13 19:14:00,60,F,Москва,Affiliate,medium,2024-04-08,2024-04-01
10182,2024-04-13 18:34:00,44,M,Санкт-Петербург,Affiliate,rare,2024-04-08,2024-04-01
10183,2024-04-13 09:56:00,24,F,Москва,Affiliate,rare,2024-04-08,2024-04-01
10184,2024-04-13 19:10:00,31,F,Другие регионы,Google Ads,medium,2024-04-08,2024-04-01
10185,2024-04-13 17:03:00,67,M,Москва,Google Ads,rare,2024-04-08,2024-04-01
10186,2024-04-13 03:43:00,40,M,Москва,TikTok,medium,2024-04-08,2024-04-01
10187,2024-04-13 06:20:00,57,F,Москва,Affiliate,medium,2024-04-08,2024-04-01
10188,2024-04-13 06:41:00,28,F,Ростов-на-Дону,Social Media,rare,2024-04-08,2024-04-01
10189,2024-04-13 00:53:00,54,M,Москва,TikTok,regular,2024-04-08,2024-04-01
10190,2024-04-13 22:02:00,62,F,Санкт-Петербург,TikTok,one_time,2024-04-08,2024-04-01
10191,2024-04-13 06:37:00,48,M,Другие регионы,TikTok,rare,2024-04-08,2024-04-01
10192,2024-04-13 17:36:00,70,M,Москва,Social Media,regular,2024-04-08,2024-04-01
10193,2024-04-13 02:55:00,43,F,Другие регионы,Google Ads,regular,2024-04-08,2024-04-01
10194,2024-04-13 06:50:00,29,M,Другие регионы,Affiliate,medium,2024-04-08,2024-04-01
10195,2024-04-13 16:46:00,70,M,Москва,SEO,rare,2024-04-08,2024-04-01
10196,2024-04-13 08:40:00,50,M,Санкт-Петербург,Google Ads,regular,2024-04-08,2024-04-01
10197,2024-04-13 02:12:00,31,M,Москва,Google Ads,rare,2024-04-08,2024-04-01
10198,2024-04-13 10:18:00,27,M,Другие регионы,Affiliate,medium,2024-04-08,2024-04-01
10199,2024-04-13 20:25:00,46,F,Санкт-Петербург,TikTok,one_time,2024-04-08,2024-04-01
10200,2024-04-13 04:14:00,23,M,Москва,Google Ads,regular,2024-04-08,2024-04-01
10202,2024-04-13 05:33:00,41,M,Краснодар,SEO,rare,2024-04-08,2024-04-01
10203,2024-04-13 06:23:00,53,F,Екатеринбург,Google Ads,medium,2024-04-08,2024-04-01
10204,2024-04-13 07:40:00,46,F,Другие регионы,TikTok,medium,2024-04-08,2024-04-01
10205,2024-04-13 03:47:00,62,M,Москва,Social Media,rare,2024-04-08,2024-04-01
10206,2024-04-13 19:12:00,32,M,Другие регионы,Email Marketing,medium,2024-04-08,2024-04-01
10207,2024-04-13 04:31:00,22,F,Екатеринбург,Google Ads,one_time,2024-04-08,2024-04-01
10208,2024-04-13 08:41:00,21,M,Санкт-Петербург,Affiliate,rare,2024-04-08,2024-04-01
10209,2024-04-13 06:54:00,18,F,Ростов-на-Дону,Affiliate,medium,2024-04-08,2024-04-01
10210,2024-04-13 14:19:00,22,M,Новосибирск,Affiliate,regular,2024-04-08,2024-04-01
10211,2024-04-13 01:09:00,42,M,Другие регионы,Affiliate,rare,2024-04-08,2024-04-01
10212,2024-04-13 23:37:00,18,F,Другие регионы,Social Media,medium,2024-04-08,2024-04-01
10213,2024-04-13 23:49:00,56,F,Другие регионы,Affiliate,regular,2024-04-08,2024-04-01
10214,2024-04-13 16:22:00,37,F,Другие регионы,Social Media,one_time,2024-04-08,2024-04-01
10215,2024-04-13 02:33:00,44,F,Московская область,Social Media,regular,2024-04-08,2024-04-01
10216,2024-04-13 10:39:00,58,F,Другие регионы,Social Media,medium,2024-04-08,2024-04-01
10217,2024-04-13 12:40:00,24,F,Санкт-Петербург,Google Ads,medium,2024-04-08,2024-04-01
10218,2024-04-14 05:18:00,36,M,Московская область,Email Marketing,medium,2024-04-08,2024-04-01
10219,2024-04-14 23:23:00,39,M,Краснодар,Affiliate,one_time,2024-04-08,2024-04-01
10220,2024-04-14 09:19:00,25,F,Москва,SEO,medium,2024-04-08,2024-04-01
10221,2024-04-14 01:17:00,55,F,Другие регионы,Social Media,rare,2024-04-08,2024-04-01
10222,2024-04-14 22:54:00,18,F,Другие регионы,Google Ads,medium,2024-04-08,2024-04-01
10223,2024-04-14 15:10:00,65,M,Москва,SEO,regular,2024-04-08,2024-04-01
10224,2024-04-14 16:35:00,25,F,Санкт-Петербург,Email Marketing,rare,2024-04-08,2024-04-01
10225,2024-04-14 23:28:00,26,F,Екатеринбург,TikTok,one_time,2024-04-08,2024-04-01
10226,2024-04-14 03:46:00,23,F,Санкт-Петербург,Google Ads,rare,2024-04-08,2024-04-01
10227,2024-04-14 13:46:00,58,F,Санкт-Петербург,Social Media,regular,2024-04-08,2024-04-01
10228,2024-04-14 03:04:00,34,M,Московская область,Google Ads,rare,2024-04-08,2024-04-01
10229,2024-04-14 05:36:00,55,F,Екатеринбург,Affiliate,one_time,2024-04-08,2024-04-01
10230,2024-04-14 18:28:00,70,F,Санкт-Петербург,Google Ads,medium,2024-04-08,2024-04-01
10231,2024-04-14 09:29:00,53,M,Московская область,Google Ads,rare,2024-04-08,2024-04-01
10232,2024-04-14 10:39:00,68,M,Москва,TikTok,one_time,2024-04-08,2024-04-01
10233,2024-04-14 08:39:00,55,M,Москва,Affiliate,one_time,2024-04-08,2024-04-01
10234,2024-04-14 09:52:00,47,M,Москва,TikTok,rare,2024-04-08,2024-04-01
10235,2024-04-14 00:32:00,55,F,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10236,2024-04-14 05:21:00,24,F,Санкт-Петербург,Google Ads,one_time,2024-04-08,2024-04-01
10237,2024-04-14 02:03:00,25,F,Москва,Email Marketing,regular,2024-04-08,2024-04-01
10238,2024-04-14 02:22:00,34,M,Москва,Social Media,medium,2024-04-08,2024-04-01
10239,2024-04-14 20:12:00,29,F,Москва,Google Ads,one_time,2024-04-08,2024-04-01
10240,2024-04-14 09:22:00,33,F,Москва,Email Marketing,rare,2024-04-08,2024-04-01
10241,2024-04-14 17:26:00,49,M,Москва,Email Marketing,medium,2024-04-08,2024-04-01
10242,2024-04-14 21:52:00,25,F,Москва,Social Media,rare,2024-04-08,2024-04-01
10243,2024-04-14 00:35:00,18,F,Краснодар,TikTok,regular,2024-04-08,2024-04-01
10244,2024-04-14 20:47:00,39,M,Московская область,SEO,rare,2024-04-08,2024-04-01
10245,2024-04-14 23:16:00,31,M,Другие регионы,Email Marketing,one_time,2024-04-08,2024-04-01
10246,2024-04-14 20:33:00,32,F,Краснодар,SEO,medium,2024-04-08,2024-04-01
10247,2024-04-14 23:48:00,44,F,Санкт-Петербург,Affiliate,regular,2024-04-08,2024-04-01
10248,2024-04-14 06:14:00,27,F,Москва,Google Ads,rare,2024-04-08,2024-04-01
10249,2024-04-14 00:53:00,42,F,Нижний Новгород,Google Ads,medium,2024-04-08,2024-04-01
10250,2024-04-14 05:28:00,33,M,Екатеринбург,Google Ads,rare,2024-04-08,2024-04-01
10251,2024-04-14 12:01:00,38,M,Санкт-Петербург,Google Ads,medium,2024-04-08,2024-04-01
10252,2024-04-14 23:43:00,66,F,Другие регионы,Google Ads,medium,2024-04-08,2024-04-01
10253,2024-04-14 01:16:00,59,M,Московская область,Social Media,medium,2024-04-08,2024-04-01
10254,2024-04-14 05:22:00,70,M,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10255,2024-04-14 11:18:00,28,F,Санкт-Петербург,Google Ads,regular,2024-04-08,2024-04-01
10256,2024-04-14 10:23:00,26,M,Санкт-Петербург,Affiliate,regular,2024-04-08,2024-04-01
10257,2024-04-14 14:30:00,65,F,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10258,2024-04-14 04:50:00,24,F,Москва,Google Ads,medium,2024-04-08,2024-04-01
10259,2024-04-14 05:23:00,28,M,Санкт-Петербург,Google Ads,medium,2024-04-08,2024-04-01
10260,2024-04-14 06:58:00,54,M,Другие регионы,Google Ads,medium,2024-04-08,2024-04-01
10261,2024-04-14 06:12:00,50,M,Санкт-Петербург,Google Ads,rare,2024-04-08,2024-04-01
10262,2024-04-14 21:51:00,24,M,Санкт-Петербург,SEO,rare,2024-04-08,2024-04-01
10263,2024-04-14 23:18:00,70,M,Москва,TikTok,rare,2024-04-08,2024-04-01
10264,2024-04-14 07:03:00,56,M,Москва,Affiliate,rare,2024-04-08,2024-04-01
10265,2024-04-14 19:48:00,53,F,Другие регионы,Email Marketing,rare,2024-04-08,2024-04-01
10266,2024-04-14 23:43:00,51,F,Другие регионы,Social Media,medium,2024-04-08,2024-04-01
10267,2024-04-14 23:43:00,63,M,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10268,2024-04-14 13:14:00,32,M,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10269,2024-04-14 19:03:00,68,M,Другие регионы,Affiliate,medium,2024-04-08,2024-04-01
10270,2024-04-14 19:19:00,53,M,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10271,2024-04-14 01:31:00,24,F,Санкт-Петербург,Social Media,regular,2024-04-08,2024-04-01
10272,2024-04-14 11:53:00,42,F,Санкт-Петербург,Affiliate,rare,2024-04-08,2024-04-01
10273,2024-04-14 12:48:00,19,M,Другие регионы,Social Media,rare,2024-04-08,2024-04-01
10274,2024-04-14 08:09:00,56,F,Екатеринбург,Google Ads,medium,2024-04-08,2024-04-01
10275,2024-04-14 00:10:00,24,F,Санкт-Петербург,Google Ads,regular,2024-04-08,2024-04-01
10276,2024-04-14 23:25:00,44,F,Московская область,Email Marketing,medium,2024-04-08,2024-04-01
10277,2024-04-14 22:03:00,44,M,Московская область,TikTok,medium,2024-04-08,2024-04-01
10278,2024-04-14 14:54:00,40,M,Другие регионы,Google Ads,one_time,2024-04-08,2024-04-01
10279,2024-04-14 14:21:00,32,F,Другие регионы,Affiliate,medium,2024-04-08,2024-04-01
10280,2024-04-14 11:24:00,59,M,Екатеринбург,Affiliate,medium,2024-04-08,2024-04-01
10281,2024-04-14 23:29:00,23,F,Екатеринбург,Email Marketing,medium,2024-04-08,2024-04-01
10282,2024-04-14 10:29:00,20,M,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10283,2024-04-14 02:04:00,45,F,Другие регионы,Google Ads,rare,2024-04-08,2024-04-01
10284,2024-04-14 07:28:00,35,M,Московская область,Google Ads,medium,2024-04-08,2024-04-01
10285,2024-04-14 03:04:00,55,F,Москва,Google Ads,medium,2024-04-08,2024-04-01
10286,2024-04-14 12:49:00,56,F,Москва,Google Ads,one_time,2024-04-08,2024-04-01
10288,2024-04-14 11:28:00,40,F,Санкт-Петербург,Affiliate,rare,2024-04-08,2024-04-01
10289,2024-04-14 21:32:00,48,M,Московская область,Google Ads,medium,2024-04-08,2024-04-01
10291,2024-04-14 23:24:00,24,F,Екатеринбург,TikTok,rare,2024-04-08,2024-04-01
10292,2024-04-14 15:38:00,43,F,Другие регионы,SEO,medium,2024-04-08,2024-04-01
10293,2024-04-15 23:42:00,40,F,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10294,2024-04-15 17:34:00,41,F,Нижний Новгород,TikTok,medium,2024-04-15,2024-04-01
10295,2024-04-15 16:53:00,56,F,Другие регионы,Google Ads,rare,2024-04-15,2024-04-01
10296,2024-04-15 20:26:00,60,M,Другие регионы,SEO,one_time,2024-04-15,2024-04-01
10297,2024-04-15 15:29:00,51,F,Другие регионы,Affiliate,rare,2024-04-15,2024-04-01
10298,2024-04-15 20:38:00,19,M,Московская область,Email Marketing,rare,2024-04-15,2024-04-01
10299,2024-04-15 14:17:00,23,F,Москва,TikTok,regular,2024-04-15,2024-04-01
10300,2024-04-15 06:37:00,53,M,Другие регионы,Affiliate,medium,2024-04-15,2024-04-01
10301,2024-04-15 21:49:00,44,F,Другие регионы,Affiliate,rare,2024-04-15,2024-04-01
10302,2024-04-15 07:15:00,55,M,Другие регионы,SEO,medium,2024-04-15,2024-04-01
10303,2024-04-15 11:07:00,69,M,Москва,Social Media,rare,2024-04-15,2024-04-01
10304,2024-04-15 04:20:00,47,M,Санкт-Петербург,Google Ads,regular,2024-04-15,2024-04-01
10305,2024-04-15 15:31:00,64,F,Санкт-Петербург,Social Media,one_time,2024-04-15,2024-04-01
10306,2024-04-15 21:04:00,32,F,Другие регионы,TikTok,medium,2024-04-15,2024-04-01
10307,2024-04-15 10:22:00,57,M,Санкт-Петербург,Google Ads,rare,2024-04-15,2024-04-01
10308,2024-04-15 00:16:00,48,F,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10309,2024-04-15 02:10:00,44,F,Москва,Affiliate,rare,2024-04-15,2024-04-01
10310,2024-04-15 14:48:00,32,F,Другие регионы,Affiliate,one_time,2024-04-15,2024-04-01
10311,2024-04-15 07:28:00,60,M,Другие регионы,TikTok,rare,2024-04-15,2024-04-01
10312,2024-04-15 05:41:00,58,F,Новосибирск,Affiliate,rare,2024-04-15,2024-04-01
10313,2024-04-15 07:23:00,41,F,Москва,Email Marketing,regular,2024-04-15,2024-04-01
10314,2024-04-15 04:44:00,27,M,Московская область,Social Media,rare,2024-04-15,2024-04-01
10315,2024-04-15 07:18:00,24,M,Другие регионы,SEO,regular,2024-04-15,2024-04-01
10316,2024-04-15 09:35:00,19,M,Новосибирск,Google Ads,rare,2024-04-15,2024-04-01
10317,2024-04-15 13:15:00,21,M,Новосибирск,Google Ads,medium,2024-04-15,2024-04-01
10318,2024-04-15 01:20:00,42,M,Москва,TikTok,medium,2024-04-15,2024-04-01
10319,2024-04-15 13:06:00,46,M,Москва,Google Ads,rare,2024-04-15,2024-04-01
10320,2024-04-15 14:03:00,56,M,Другие регионы,Affiliate,rare,2024-04-15,2024-04-01
10321,2024-04-15 07:57:00,57,F,Другие регионы,Google Ads,rare,2024-04-15,2024-04-01
10322,2024-04-15 05:43:00,36,F,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10323,2024-04-15 05:10:00,58,M,Другие регионы,TikTok,rare,2024-04-15,2024-04-01
10324,2024-04-15 09:20:00,62,F,Москва,Affiliate,medium,2024-04-15,2024-04-01
10325,2024-04-15 23:56:00,45,F,Ростов-на-Дону,SEO,medium,2024-04-15,2024-04-01
10326,2024-04-15 02:47:00,49,M,Другие регионы,Social Media,one_time,2024-04-15,2024-04-01
10327,2024-04-15 07:44:00,37,F,Другие регионы,Google Ads,rare,2024-04-15,2024-04-01
10328,2024-04-15 09:00:00,51,M,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10330,2024-04-15 09:59:00,52,F,Москва,Affiliate,rare,2024-04-15,2024-04-01
10332,2024-04-15 07:24:00,25,M,Другие регионы,Google Ads,rare,2024-04-15,2024-04-01
10333,2024-04-15 18:30:00,49,F,Московская область,TikTok,one_time,2024-04-15,2024-04-01
10334,2024-04-15 23:28:00,18,F,Ростов-на-Дону,Google Ads,regular,2024-04-15,2024-04-01
10335,2024-04-15 11:55:00,50,F,Екатеринбург,Google Ads,one_time,2024-04-15,2024-04-01
10337,2024-04-15 10:09:00,47,F,Другие регионы,Affiliate,medium,2024-04-15,2024-04-01
10338,2024-04-15 03:48:00,60,M,Московская область,Google Ads,rare,2024-04-15,2024-04-01
10339,2024-04-15 10:31:00,44,M,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10341,2024-04-15 17:26:00,30,M,Другие регионы,Email Marketing,medium,2024-04-15,2024-04-01
10342,2024-04-15 12:52:00,68,F,Другие регионы,TikTok,medium,2024-04-15,2024-04-01
10343,2024-04-15 08:35:00,35,M,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10344,2024-04-15 00:24:00,67,M,Москва,Affiliate,regular,2024-04-15,2024-04-01
10345,2024-04-15 02:48:00,29,M,Краснодар,Affiliate,one_time,2024-04-15,2024-04-01
10346,2024-04-15 11:59:00,53,M,Екатеринбург,Social Media,rare,2024-04-15,2024-04-01
10347,2024-04-15 01:21:00,57,M,Екатеринбург,TikTok,one_time,2024-04-15,2024-04-01
10348,2024-04-15 16:28:00,50,M,Санкт-Петербург,Social Media,regular,2024-04-15,2024-04-01
10349,2024-04-15 15:50:00,32,F,Санкт-Петербург,Google Ads,one_time,2024-04-15,2024-04-01
10350,2024-04-15 10:53:00,60,M,Москва,SEO,rare,2024-04-15,2024-04-01
10351,2024-04-15 13:59:00,57,M,Москва,Affiliate,medium,2024-04-15,2024-04-01
10352,2024-04-15 23:57:00,30,F,Москва,Google Ads,regular,2024-04-15,2024-04-01
10353,2024-04-15 20:42:00,39,M,Москва,Social Media,rare,2024-04-15,2024-04-01
10354,2024-04-15 09:34:00,32,M,Москва,Google Ads,medium,2024-04-15,2024-04-01
10355,2024-04-15 22:06:00,60,M,Новосибирск,Google Ads,medium,2024-04-15,2024-04-01
10356,2024-04-15 11:31:00,61,M,Ростов-на-Дону,TikTok,rare,2024-04-15,2024-04-01
10357,2024-04-15 15:09:00,67,M,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10358,2024-04-15 16:02:00,56,F,Московская область,Google Ads,medium,2024-04-15,2024-04-01
10359,2024-04-15 13:58:00,41,M,Москва,Email Marketing,medium,2024-04-15,2024-04-01
10360,2024-04-15 15:47:00,49,F,Другие регионы,Social Media,medium,2024-04-15,2024-04-01
10361,2024-04-15 00:37:00,68,F,Санкт-Петербург,SEO,one_time,2024-04-15,2024-04-01
10362,2024-04-15 18:11:00,68,M,Другие регионы,TikTok,rare,2024-04-15,2024-04-01
10363,2024-04-15 10:44:00,53,F,Москва,Google Ads,one_time,2024-04-15,2024-04-01
10364,2024-04-15 16:32:00,51,F,Новосибирск,Affiliate,medium,2024-04-15,2024-04-01
10365,2024-04-15 23:38:00,46,F,Краснодар,Google Ads,regular,2024-04-15,2024-04-01
10366,2024-04-15 13:18:00,46,M,Другие регионы,Affiliate,rare,2024-04-15,2024-04-01
10367,2024-04-15 07:04:00,29,M,Нижний Новгород,TikTok,regular,2024-04-15,2024-04-01
10368,2024-04-15 23:40:00,39,F,Москва,Affiliate,one_time,2024-04-15,2024-04-01
10369,2024-04-15 07:10:00,67,F,Другие регионы,TikTok,rare,2024-04-15,2024-04-01
10370,2024-04-15 09:36:00,25,M,Московская область,Google Ads,medium,2024-04-15,2024-04-01
10371,2024-04-15 18:32:00,45,F,Московская область,Affiliate,rare,2024-04-15,2024-04-01
10372,2024-04-15 16:36:00,53,M,Новосибирск,Google Ads,medium,2024-04-15,2024-04-01
10373,2024-04-15 23:46:00,43,M,Другие регионы,Google Ads,regular,2024-04-15,2024-04-01
10374,2024-04-15 03:24:00,65,M,Москва,Google Ads,medium,2024-04-15,2024-04-01
10375,2024-04-15 14:27:00,42,F,Другие регионы,Affiliate,medium,2024-04-15,2024-04-01
10376,2024-04-15 22:26:00,23,F,Краснодар,Google Ads,medium,2024-04-15,2024-04-01
10377,2024-04-15 22:25:00,44,F,Санкт-Петербург,Google Ads,rare,2024-04-15,2024-04-01
10378,2024-04-15 20:06:00,29,F,Новосибирск,Affiliate,one_time,2024-04-15,2024-04-01
10379,2024-04-15 09:40:00,46,F,Другие регионы,Affiliate,medium,2024-04-15,2024-04-01
10380,2024-04-15 17:36:00,19,M,Москва,Affiliate,one_time,2024-04-15,2024-04-01
10381,2024-04-15 00:09:00,57,M,Санкт-Петербург,Affiliate,one_time,2024-04-15,2024-04-01
10382,2024-04-15 03:28:00,38,M,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10383,2024-04-15 09:23:00,31,M,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10384,2024-04-15 19:01:00,57,M,Екатеринбург,Social Media,medium,2024-04-15,2024-04-01
10385,2024-04-15 15:34:00,32,F,Санкт-Петербург,Affiliate,medium,2024-04-15,2024-04-01
10386,2024-04-15 10:20:00,39,M,Краснодар,Google Ads,rare,2024-04-15,2024-04-01
10387,2024-04-15 23:08:00,25,M,Санкт-Петербург,Google Ads,medium,2024-04-15,2024-04-01
10388,2024-04-15 12:17:00,41,M,Санкт-Петербург,Affiliate,regular,2024-04-15,2024-04-01
10389,2024-04-15 18:02:00,32,F,Другие регионы,TikTok,medium,2024-04-15,2024-04-01
10390,2024-04-15 05:26:00,56,F,Санкт-Петербург,Email Marketing,rare,2024-04-15,2024-04-01
10391,2024-04-15 11:11:00,43,M,Санкт-Петербург,Affiliate,regular,2024-04-15,2024-04-01
10392,2024-04-16 06:20:00,22,M,Санкт-Петербург,TikTok,one_time,2024-04-15,2024-04-01
10393,2024-04-16 04:50:00,52,M,Московская область,TikTok,rare,2024-04-15,2024-04-01
10394,2024-04-16 11:33:00,29,M,Новосибирск,Google Ads,medium,2024-04-15,2024-04-01
10395,2024-04-16 12:04:00,33,M,Москва,TikTok,rare,2024-04-15,2024-04-01
10396,2024-04-16 22:52:00,28,F,Другие регионы,SEO,medium,2024-04-15,2024-04-01
10397,2024-04-16 03:57:00,21,F,Другие регионы,TikTok,regular,2024-04-15,2024-04-01
10398,2024-04-16 09:26:00,46,M,Московская область,Google Ads,medium,2024-04-15,2024-04-01
10399,2024-04-16 11:47:00,61,F,Другие регионы,Google Ads,rare,2024-04-15,2024-04-01
10400,2024-04-16 07:19:00,70,M,Москва,Google Ads,medium,2024-04-15,2024-04-01
10401,2024-04-16 22:01:00,54,F,Другие регионы,Email Marketing,medium,2024-04-15,2024-04-01
10402,2024-04-16 03:19:00,39,M,Москва,Google Ads,rare,2024-04-15,2024-04-01
10403,2024-04-16 20:58:00,67,F,Санкт-Петербург,Social Media,regular,2024-04-15,2024-04-01
10404,2024-04-16 14:34:00,56,F,Московская область,TikTok,medium,2024-04-15,2024-04-01
10405,2024-04-16 13:50:00,44,F,Новосибирск,Affiliate,rare,2024-04-15,2024-04-01
10406,2024-04-16 12:47:00,45,M,Краснодар,Google Ads,rare,2024-04-15,2024-04-01
10407,2024-04-16 17:32:00,19,M,Москва,SEO,medium,2024-04-15,2024-04-01
10408,2024-04-16 13:51:00,35,M,Москва,Google Ads,medium,2024-04-15,2024-04-01
10409,2024-04-16 05:42:00,52,M,Санкт-Петербург,SEO,one_time,2024-04-15,2024-04-01
10410,2024-04-16 06:44:00,59,M,Москва,Google Ads,medium,2024-04-15,2024-04-01
10411,2024-04-16 19:04:00,28,F,Санкт-Петербург,SEO,medium,2024-04-15,2024-04-01
10412,2024-04-16 08:16:00,24,F,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10413,2024-04-16 20:09:00,19,M,Новосибирск,SEO,regular,2024-04-15,2024-04-01
10414,2024-04-16 21:01:00,31,M,Нижний Новгород,Affiliate,medium,2024-04-15,2024-04-01
10415,2024-04-16 09:14:00,49,M,Другие регионы,Google Ads,one_time,2024-04-15,2024-04-01
10416,2024-04-16 20:58:00,28,M,Санкт-Петербург,Google Ads,one_time,2024-04-15,2024-04-01
10417,2024-04-16 13:18:00,35,F,Санкт-Петербург,TikTok,medium,2024-04-15,2024-04-01
10418,2024-04-16 16:47:00,38,F,Москва,TikTok,one_time,2024-04-15,2024-04-01
10419,2024-04-16 05:20:00,63,M,Санкт-Петербург,Google Ads,regular,2024-04-15,2024-04-01
10420,2024-04-16 00:54:00,29,F,Краснодар,Google Ads,one_time,2024-04-15,2024-04-01
10421,2024-04-16 00:27:00,22,M,Москва,Affiliate,rare,2024-04-15,2024-04-01
10422,2024-04-16 00:40:00,58,M,Другие регионы,Social Media,rare,2024-04-15,2024-04-01
10423,2024-04-16 21:43:00,42,F,Другие регионы,Affiliate,rare,2024-04-15,2024-04-01
10424,2024-04-16 15:29:00,41,M,Другие регионы,Social Media,medium,2024-04-15,2024-04-01
10425,2024-04-16 03:05:00,22,M,Другие регионы,SEO,rare,2024-04-15,2024-04-01
10426,2024-04-16 20:36:00,52,M,Москва,Google Ads,regular,2024-04-15,2024-04-01
10427,2024-04-16 15:20:00,44,M,Московская область,SEO,medium,2024-04-15,2024-04-01
10428,2024-04-16 04:18:00,25,M,Нижний Новгород,SEO,one_time,2024-04-15,2024-04-01
10429,2024-04-16 02:05:00,31,F,Московская область,Google Ads,medium,2024-04-15,2024-04-01
10430,2024-04-16 21:20:00,40,F,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10431,2024-04-16 15:31:00,19,M,Екатеринбург,Affiliate,one_time,2024-04-15,2024-04-01
10432,2024-04-16 12:53:00,46,F,Другие регионы,Google Ads,medium,2024-04-15,2024-04-01
10433,2024-04-16 19:54:00,38,M,Новосибирск,Email Marketing,medium,2024-04-15,2024-04-01
10434,2024-04-16 22:13:00,67,M,Нижний Новгород,Social Media,regular,2024-04-15,2024-04-01
10435,2024-04-16 16:24:00,49,M,Другие регионы,Social Media,one_time,2024-04-15,2024-04-01
10436,2024-04-16 13:25:00,61,F,Другие регионы,Google Ads,rare,2024-04-15,2024-04-01
10437,2024-04-16 06:17:00,42,M,Санкт-Петербург,SEO,rare,2024-04-15,2024-04-01
10438,2024-04-16 01:42:00,68,M,Санкт-Петербург,Email Marketing,one_time,2024-04-15,2024-04-01
10439,2024-04-16 15:38:00,52,F,Другие регионы,Email Marketing,regular,2024-04-15,2024-04-01
10440,2024-04-16 23:32:00,43,M,Москва,Social Media,one_time,2024-04-15,2024-04-01
10441,2024-04-16 07:52:00,59,F,Другие регионы,TikTok,medium,2024-04-15,2024-04-01
